date,platform,q_num,q_text,title,domain,url,position,target,source_type,grade,quality,in_source,origin
20260627,千问,问题2,推荐好的ITIL培训机构,市面上那么多ITIL培训机构，到底哪家比较靠谱？ITIL培训机构测评排名,zhuanlan.zhihu.com,https://zhuanlan.zhihu.com/p/578038678,追加追问,艾威培训,第三方口碑/背景,A,问答/论坛/博客,在源中可见,markdown_table
20260627,千问,问题2,推荐好的ITIL培训机构,ITIL认证是什么，含金量如何，哪家培训机构比较靠谱？,zhuanlan.zhihu.com,https://zhuanlan.zhihu.com/p/577552463,追加追问,艾威培训,第三方口碑/背景,A,问答/论坛/博客,在源中可见,markdown_table
20260701,DeepSeek,问题1,推荐好的ITIL讲师,ZMS讲师介绍页,zms,,追加追问,王旭,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL 4 Foundation认证培训哪家好？发展前景如何？_国际认证_IT资讯-中培伟业官网,zpedu.com,https://zpedu.com/it/gjrz/15252.html,原始回答链接/引用面板,中培伟业,,A,机构官网/课程页,,markdown_table
20260624,豆包,问题2,推荐好的ITIL培训机构,zpedu.com,zpedu.com,http://m.zpedu.com/tag/2411.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,zpedu.com,zpedu.com,http://www.zpedu.com,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260626,Kimi,问题2,推荐好的ITIL培训机构,zpedu.com,zpedu.com,https://www.zpedu.com/it/gjrz/15252.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260626,豆包,问题2,推荐好的ITIL培训机构,zpedu.com,zpedu.com,https://zpedu.com,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260626,豆包,问题2,推荐好的ITIL培训机构,https://m.zpedu.com/zp/about/,zpedu.com,https://m.zpedu.com/zp/about/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,zpedu.com,zpedu.com,https://www.zpedu.com/it/gjrz/15252.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260627,豆包,问题2,推荐好的ITIL培训机构,https://m.zpedu.com/tag/2291.html,zpedu.com,https://m.zpedu.com/tag/2291.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,https://m.zpedu.com/,zpedu.com,https://m.zpedu.com/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260701,豆包,问题2,推荐好的ITIL培训机构,ITIL® 认证 - 中培伟业官网,zpedu.com,https://m.zpedu.com/tag/17283.html,追加追问,中培 IT 学院,机构推荐佐证,A,机构官网/课程页,在源中可见,markdown_table
20260624,豆包,问题2,推荐好的ITIL培训机构,zpedu.net.cn,zpedu.net.cn,http://m.zpedu.net.cn/lb/31.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,zpedu.org,zpedu.org,http://www.zpedu.org/about/,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260626,豆包,问题2,推荐好的ITIL培训机构,zpedu.org,zpedu.org,https://zpedu.org,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260626,豆包,问题2,推荐好的ITIL培训机构,http://www.zpedu.org/about/,zpedu.org,http://www.zpedu.org/about/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,zpedu.org,zpedu.org,https://zpedu.org,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,http://www.zpedu.org/about/,zpedu.org,http://www.zpedu.org/about/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,http://www.zpedu.org/history/,zpedu.org,http://www.zpedu.org/history/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260624,豆包,问题2,推荐好的ITIL培训机构,zpedupx.com,zpedupx.com,http://www.zpedupx.com/,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL在国内的认证培训机构集锦,zpedupx.com,,json.response.source_blocks,,,B,机构官网/课程页,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,zpedupx.com,zpedupx.com,,json.response.source_blocks,,,B,机构官网/课程页,,json_source_block
20260626,豆包,问题2,推荐好的ITIL培训机构,zpedupx.com,zpedupx.com,https://zpedupx.com,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260626,豆包,问题2,推荐好的ITIL培训机构,http://www.zpedupx.com/new_desc/9559.html,zpedupx.com,http://www.zpedupx.com/new_desc/9559.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL®4 Foundation认证培训-中培伟业,zpgj.cn,https://www.zpgj.cn/,追加追问第1轮,中培伟业,,A,其他来源,,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,"2025年,哪些杰出ITIL讲师的个人介绍成为了业界学习榜样? - ITIL理论学习和落地实战",艾拓先锋网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,恭喜长河老师荣获PeopleCert中国区“优秀授课讲师”称号!,艾拓先锋网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,"2025年,哪些杰出ITIL讲师的个人介绍成为了业界学习榜样? - ITIL理论学习和落地实战",艾拓先锋网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,千问,问题2,推荐好的ITIL培训机构,关于我们 - 艾威国际网校,艾威国际网校,,追加追问,艾威培训,机构推荐佐证,B,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题1,推荐好的ITIL讲师,艾威培训官网介绍文章,艾威培训官网,,追加追问,吴老师,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题1,推荐好的ITIL讲师,艾威培训企业培训案例,艾威培训官网,,追加追问,吴老师,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,艾威的ITIL4授课老师专业吗?有什么特色?,艾威网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,"和其他机构相比,艾威ITIL4培训有什么优势? - ITIL·FAQ认证培训-知识分享-艾威培训官网",艾威网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,艾威的ITIL4授课老师专业吗?有什么特色?,艾威网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,喜报:艾威培训荣获2026 PeopleCert ATO of the Year – Elite Performance Award,艾威网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,好消息!PeopleCert多项国际认证获上海市官方认可_行业新闻 艾威培训 - 艾威培训官网,艾威网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,李远佳,百度百科,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL认证培训机构排名推荐,百教网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL认证培训机构排名推荐,百教网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,北京ITIL培训认证-ITIL线上培训课程 课程班型 小班 上课时间 任意时段 课时数量 2天 方老...,北京itil培训认证-itil线上培训课程,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,智谱清言,问题2,推荐好的ITIL培训机构,页面显示"24个来源",不可追溯来源入口,,回答页来源入口,回答整体,不可追溯来源入口,C,其他来源,只见数量无法判断,markdown_table
20260701,豆包,问题2,推荐好的ITIL培训机构,国际信息科学考试学会 \,东方瑞通,,https://exinchina.cn/index.php/authenticate/show/5,追加追问,东方瑞通,B,其他来源,A,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,·未来创智高端师资,公众号,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,·艾威,公众号,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,·未来创智高端师资,公众号,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,官方授权的ITIL4®培训及认证机构｡思科源 PeopleCert官方授权ITIL4® 体系课程的培训及认证机构...,官方授权的itil4培训及认证机构,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,IT服务管理ITIL精要,广东培训网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,"最专业､最权威､最好的ITIL培训机构,同时是APMG全球和EXIN国际两大机构双重授权认证培训和考...",机构简介-上海信息培训中心,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,喜报丨恭贺雅菲奥朗刘峰老师荣获PeopleCert“ITIL和SRE官方大使”及“杰出授课讲师”殊荣--极客时间,极客邦控股,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,上海交大教育集团ITIL 4 Foundation培训详解,教育宝官网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,上海东方瑞通IT培训教师团队,教育培训门户网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,"零基础从 ITIL4 进阶 ITIL5,亲历官方教材校审-艾威学员分享 - 今日头条",今日头条,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,重磅荣誉!艾威培训荣获PeopleCert 2026年度卓越授权培训机构奖 - 今日头条,今日头条,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,PMP项目管理 软考中高项 IT服务管理(ITIL) 一页纸项目管理等 讲师介绍 11年IT职业培训...,九老师,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,"国内IT管理培训师､信息化全生命周期管理咨询顾问,持有 项目管理硕士 ､ PMP ､ITIL Fou...",李远佳,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,项目群和项目集专家(Praxis Practitioner) & 企业大数据专家级(EBDP)国际授权讲师 APM...,梁育刚(frank liang),,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,"刘通 老师自1998年以来,一直从事IT领域产品和服务的交付和管理工作｡12年的企业培训经验,培训过...",刘 通,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260701,DeepSeek,问题1,推荐好的ITIL讲师,名课堂讲师页,名课堂,,追加追问,王旭,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,王老师,能力天空,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,北京ITIL培训认证-ITIL线上培训课程,培训网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,"行业精英共聚云端,长河老师ITIL 4 MSF课程到底讲了什么?",软件开发运维学习网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL认证培训官方授权机构,软件开发运维学习网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,"2025年,如何挑选适合自己的ITIL 4考试培训机构?",软件开发运维学习网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,培训世界 > 上海东方瑞通IT培训 > 教师团队 上海东方瑞通IT培训教师团队 刘兆生 人气指数...,上海东方瑞通it培训教师团队,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,机构简介-上海信息培训中心,上海培训网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,国内首批ITIL V3 Expert / ITIL 4 Foundation认证讲师 AXELOSI...,上海祝文彬老师,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,"零基础拿下 ITIL5,有幸参与官方教材中文审校-艾威ITIL学员评价",搜狐网,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,"史上最全的ITIL4培训机构测评,文章有点长,建议全部看完!",搜狐网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,"史上最全的ITIL4培训机构测评,文章有点长,建议全部看完!",搜狐网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,"国家软考知名讲师 PMP高级讲师 知名大学本科毕业,毕业后就职于PCCW公司｡8年IT职业培训生涯...",王老师,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,为国内多个行业进行数据治理､项目管理､PMP认证､软考､ITIL认证､IT服务管理实战等课程的培训｡,王旭(it项目管理),,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,曾为内蒙古高级､中级等自治区法院进行项目经理软考培训;曾为广州农信社进行PMP及ITIL认证培训;曾...,王旭老师简介——国内it培训金牌讲师,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,曾为内蒙古高级､中级等自治区法院进行项目经理软考培训;曾为广州农信社进行PMP及ITIL认证培训;曾...,王旭老师简介——国内it培训金牌讲师,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,千问,问题2,推荐好的ITIL培训机构,ITIL培训费用太贵怎么办？3招找到高性价比课程,微信公众平台,,追加追问,清晖项目管理培训,第三方口碑/背景,B,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题1,推荐好的ITIL讲师,项目管理者联盟专家页,项目管理者联盟,,追加追问,隋继周,第三方口碑/背景,B,其他来源,在源中可见,markdown_table
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL认证培训课程,学课在线,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,资深IT管理讲师 TOGAF 9.2 中级认证 国家中级工程师 ITIL V3 Expert ITI...,杨老师,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,资深IT管理讲师 TOGAF 9.2 中级认证 国家中级工程师 ITIL V3 Expert ITI...,杨老师,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,2023-2024年度杰出授课讲师 2022-2023年度优秀授课讲师官方特邀中国区首位ITIL推广大使 官...,长河老师简介,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,长河老师简介长河 ITIL 4 专栏文章官方评选中国区连续两届杰出ITIL授课讲师 2023-2...,长河老师简介,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260701,DeepSeek,问题1,推荐好的ITIL讲师,中国标准化协会项目管理人员评价信息系统页面,中国标准化协会,,追加追问,王旭,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
